Id,Symbol,Name,Display Symbol,Exchange,Portfolio,Currency,Shares Owned,Cost Per Share,Commission,Transaction Date,Transaction Time,Purchase Exchange Rate,Type,Accounting,Accounting Execution Ids,Notes        
,FINEORG.NS,FINEORG,,,Groww,INR,2,4494,,12/15/2023,,,Sell,,,
,GLAND.NS,GLAND,,,Zerodha,INR,3,2033.95,,7/29/2024,,,Sell,,,
,GLAND.NS,GLAND,,,Zerodha,INR,6,2033.95,,7/29/2024,,,Sell,,,
,GLAND.NS,GLAND,,,Zerodha,INR,4,2033.95,,7/29/2024,,,Sell,,,
,GLAND.NS,GLAND,,,Zerodha,INR,4,2033.95,,7/29/2024,,,Sell,,,
,GLAND.NS,GLAND,,,Zerodha,INR,6,2033.95,,7/29/2024,,,Sell,,,
,GLAND.NS,GLAND,,,Zerodha,INR,2,2033.95,,7/29/2024,,,Sell,,,
,GLAND.NS,GLAND,,,Zerodha,INR,4,2033.95,,7/29/2024,,,Sell,,,
,GLAND.NS,GLAND,,,Zerodha,INR,3,2033.95,,7/29/2024,,,Sell,,,
,GOOGL,GOOGL,,,Vested,USD,2,99.15,,1/24/2023,,,Sell,,,
,GOOGL,GOOGL,,,Vested,USD,2,92.7,,2/21/2023,,,Sell,,,
,GREENPANEL.NS,GREENPANEL,,,Groww,INR,20,321.6,,7/30/2025,,,Sell,,,
,GREENPANEL.NS,GREENPANEL,,,Groww,INR,25,321.6,,7/30/2025,,,Sell,,,
,GREENPANEL.NS,GREENPANEL,,,Groww,INR,15,321.6,,7/30/2025,,,Sell,,,
,GREENPANEL.NS,GREENPANEL,,,Groww,INR,30,321.6,,7/30/2025,,,Sell,,,
,HAL.NS,HAL,,,Zerodha,INR,5,3843.45,,8/11/2023,,,Sell,,,
,HAL.NS,HAL,,,Zerodha,INR,2,3843.45,,8/11/2023,,,Sell,,,
,HAL.NS,HAL,,,Zerodha,INR,1,3843.45,,8/11/2023,,,Sell,,,
,HAL.NS,HAL,,,Zerodha,INR,1,3843.45,,8/11/2023,,,Sell,,,
,HAL.NS,HAL,,,Zerodha,INR,1,3843.45,,8/11/2023,,,Sell,,,
,HAPPSTMNDS.NS,HAPPSTMNDS,,,Zerodha,INR,15,815.1,,7/29/2024,,,Sell,,,
,HAPPSTMNDS.NS,HAPPSTMNDS,,,Zerodha,INR,3,815.1,,7/29/2024,,,Sell,,,
,HAPPSTMNDS.NS,HAPPSTMNDS,,,Zerodha,INR,6,815.1,,7/29/2024,,,Sell,,,
,HAPPSTMNDS.NS,HAPPSTMNDS,,,Zerodha,INR,8,815.1,,7/29/2024,,,Sell,,,
,HAPPSTMNDS.NS,HAPPSTMNDS,,,Zerodha,INR,3,815.1,,7/29/2024,,,Sell,,,
,HAVELLS.NS,HAVELLS,,,Zerodha,INR,12,1867,,5/21/2024,,,Sell,,,
,HAVELLS.NS,HAVELLS,,,Zerodha,INR,4,1867,,5/21/2024,,,Sell,,,
,HAVELLS.NS,HAVELLS,,,Zerodha,INR,3,1837.4,,7/29/2024,,,Sell,,,
,HAVELLS.NS,HAVELLS,,,Zerodha,INR,3,1837.4,,7/29/2024,,,Sell,,,
,HAVELLS.NS,HAVELLS,,,Zerodha,INR,4,1867,,5/21/2024,,,Sell,,,
,HAVELLS.NS,HAVELLS,,,Zerodha,INR,5,1837.4,,7/29/2024,,,Sell,,,
,HAVELLS.NS,HAVELLS,,,Zerodha,INR,3,1837.4,,7/29/2024,,,Sell,,,
,HAVELLS.NS,HAVELLS,,,Zerodha,INR,6,1837.4,,7/29/2024,,,Sell,,,
,HAVELLS.NS,HAVELLS,,,Zerodha,INR,3,1837.4,,7/29/2024,,,Sell,,,
,HAVELLS.NS,HAVELLS,,,Zerodha,INR,3,1837.4,,7/29/2024,,,Sell,,,
,HDFCAMC.NS,HDFCAMC,,,Zerodha,INR,6,3848.1,,2/26/2024,,,Sell,,,
,HDFCAMC.NS,HDFCAMC,,,Zerodha,INR,7,3672.4,,4/5/2024,,,Sell,,,
,HDFCAMC.NS,HDFCAMC,,,Zerodha,INR,2,5623,,7/30/2025,,,Sell,,,
,HDFCAMC.NS,HDFCAMC,,,Zerodha,INR,8,4063.85,,6/26/2024,,,Sell,,,
,HDFCAMC.NS,HDFCAMC,,,Zerodha,INR,4,5623,,7/30/2025,,,Sell,,,
,HDFCAMC.NS,HDFCAMC,,,Zerodha,INR,4,5623,,7/30/2025,,,Sell,,,
,HDFCBANK.NS,HDFCBANK,,,Zerodha,INR,20,1924.4,,5/2/2025,,,Sell,,,
,HDFCBANK.NS,HDFCBANK,,,Zerodha,INR,10,1924.4,,5/2/2025,,,Sell,,,
,HDFCBANK.NS,HDFCBANK,,,Zerodha,INR,4,1934,,5/16/2025,,,Sell,,,
,HDFCBANK.NS,HDFCBANK,,,Zerodha,INR,6,2020,,7/30/2025,,,Sell,,,
,HDFCBANK.NS,HDFCBANK,,,Zerodha,INR,1,1934,,5/16/2025,,,Sell,,,
,HDFCBANK.NS,HDFCBANK,,,Zerodha,INR,20,1934,,5/16/2025,,,Sell,,,
,HDFCBANK.NS,HDFCBANK,,,Zerodha,INR,10,2020,,7/30/2025,,,Sell,,,
,HDFCBANK.NS,HDFCBANK,,,Zerodha,INR,10,2020,,7/30/2025,,,Sell,,,
,HDFCBANK.NS,HDFCBANK,,,Zerodha,INR,10,2020,,7/30/2025,,,Sell,,,
,HDFCBANK.NS,HDFCBANK,,,Zerodha,INR,20,2020,,7/30/2025,,,Sell,,,
,HDFCBANK.NS,HDFCBANK,,,Zerodha,INR,4,2020,,7/30/2025,,,Sell,,,
,HDFCBANK.NS,HDFCBANK,,,Zerodha,INR,1,2001,,8/4/2025,,,Sell,,,
,HDFCBANK.NS,HDFCBANK,,,Zerodha,INR,5,2001,,8/4/2025,,,Sell,,,
,HDFCBANK.NS,HDFCBANK,,,Zerodha,INR,12,2001,,8/4/2025,,,Sell,,,
,HDFCBANK.NS,HDFCBANK,,,Zerodha,INR,3,2001,,8/4/2025,,,Sell,,,
,HDFCBANK.NS,HDFCBANK,,,Zerodha,INR,4,2001,,8/4/2025,,,Sell,,,
,HDFCBANK.NS,HDFCBANK,,,Zerodha,INR,10,2001,,8/4/2025,,,Sell,,,
,HDFCBANK.NS,HDFCBANK,,,Zerodha,INR,5,1982,,8/11/2025,,,Sell,,,
,HDFCBANK.NS,HDFCBANK,,,Zerodha,INR,7,1982,,8/11/2025,,,Sell,,,
,HDFCBANK.NS,HDFCBANK,,,Zerodha,INR,10,1982,,8/11/2025,,,Sell,,,
,HDFCBANK.NS,HDFCBANK,,,Zerodha,INR,7,1982,,8/11/2025,,,Sell,,,
,HDFCBANK.NS,HDFCBANK,,,Zerodha,INR,7,1982,,8/11/2025,,,Sell,,,
,HDFCBANK.NS,HDFCBANK,,,Zerodha,INR,5,1982,,8/11/2025,,,Sell,,,
,HDFCBANK.NS,HDFCBANK,,,Zerodha,INR,16,1982,,8/11/2025,,,Sell,,,
,HDFCBANK.NS,HDFCBANK,,,Zerodha,INR,7,1982,,8/11/2025,,,Sell,,,
,HDFCBANK.NS,HDFCBANK,,,Zerodha,INR,7,1982,,8/11/2025,,,Sell,,,
,HDFCBANK.NS,HDFCBANK,,,Zerodha,INR,3,1982,,8/11/2025,,,Sell,,,
,HDFCBANK.NS,HDFCBANK,,,Zerodha,INR,9,1982,,8/11/2025,,,Sell,,,
,HDFCLIFE.NS,HDFCLIFE,,,Zerodha,INR,50,749,,5/16/2025,,,Sell,,,
,HINDUNILVR.NS,HINDUNILVR,,,Zerodha,INR,8,2383,,5/16/2025,,,Sell,,,
,HINDUNILVR.NS,HINDUNILVR,,,Zerodha,INR,2,2383,,5/16/2025,,,Sell,,,
,HINDUNILVR.NS,HINDUNILVR,,,Zerodha,INR,6,2433,,7/30/2025,,,Sell,,,
,HINDUNILVR.NS,HINDUNILVR,,,Zerodha,INR,1,2433,,7/30/2025,,,Sell,,,
,HINDUNILVR.NS,HINDUNILVR,,,Zerodha,INR,3,2433,,7/30/2025,,,Sell,,,
,HINDUNILVR.NS,HINDUNILVR,,,Zerodha,INR,3,2545,,8/4/2025,,,Sell,,,
,HINDUNILVR.NS,HINDUNILVR,,,Zerodha,INR,10,2545,,8/4/2025,,,Sell,,,
,HINDUNILVR.NS,HINDUNILVR,,,Zerodha,INR,10,2545,,8/4/2025,,,Sell,,,
,HINDUNILVR.NS,HINDUNILVR,,,Zerodha,INR,1,2545,,8/4/2025,,,Sell,,,
,HINDUNILVR.NS,HINDUNILVR,,,Zerodha,INR,5,2492,,8/11/2025,,,Sell,,,
,HINDUNILVR.NS,HINDUNILVR,,,Zerodha,INR,20,2492,,8/11/2025,,,Sell,,,
,HINDUNILVR.NS,HINDUNILVR,,,Zerodha,INR,10,2433,,7/30/2025,,,Sell,,,
,HINDUNILVR.NS,HINDUNILVR,,,Zerodha,INR,10,2492,,8/11/2025,,,Sell,,,
,HINDUNILVR.NS,HINDUNILVR,,,Zerodha,INR,10,2492,,8/11/2025,,,Sell,,,
,HINDUNILVR.NS,HINDUNILVR,,,Zerodha,INR,4,2492,,8/11/2025,,,Sell,,,
,HINDUNILVR.NS,HINDUNILVR,,,AngelOne,INR,4,2584,,9/22/2025,,,Sell,,,
,HINDUNILVR.NS,HINDUNILVR,,,AngelOne,INR,8,2584,,9/22/2025,,,Sell,,,
,HINDUNILVR.NS,HINDUNILVR,,,Zerodha,INR,10,2492,,8/11/2025,,,Sell,,,
,IBREALEST.NS,IBREALEST,,,Groww,INR,70,149,,1/24/2025,,,Sell,,,
,IBREALEST.NS,IBREALEST,,,Groww,INR,100,149,,1/24/2025,,,Sell,,,
,IBREALEST.NS,IBREALEST,,,Groww,INR,40,149,,1/24/2025,,,Sell,,,
,ICICIBANK.NS,ICICIBANK,,,Zerodha,INR,20,1433.4,,5/2/2025,,,Sell,,,
,ICICIBANK.NS,ICICIBANK,,,Zerodha,INR,5,1433.4,,5/2/2025,,,Sell,,,
,ICICIBANK.NS,ICICIBANK,,,Zerodha,INR,10,1452,,5/16/2025,,,Sell,,,
,ICICIBANK.NS,ICICIBANK,,,Zerodha,INR,18,1452,,5/16/2025,,,Sell,,,
,INDIAMART.NS,INDIAMART,,,Zerodha,INR,4,2329,,5/26/2025,,,Sell,,,
,INDIAMART.NS,INDIAMART,,,Zerodha,INR,4,2329,,5/26/2025,,,Sell,,,
,INDIAMART.NS,INDIAMART,,,Zerodha,INR,2,2329,,5/26/2025,,,Sell,,,
,INDIAMART.NS,INDIAMART,,,Zerodha,INR,4,2329,,5/26/2025,,,Sell,,,
,INDIAMART.NS,INDIAMART,,,Zerodha,INR,2,2329,,5/26/2025,,,Sell,,,
,INDIAMART.NS,INDIAMART,,,Zerodha,INR,4,2329,,5/26/2025,,,Sell,,,
,INDIAMART.NS,INDIAMART,,,Zerodha,INR,4,2329,,5/26/2025,,,Sell,,,
,INDIAMART.NS,INDIAMART,,,Zerodha,INR,2,2329,,5/26/2025,,,Sell,,,
,INDUSINDBK.NS,INDUSINDBK,,,Zerodha,INR,10,1045.4,,2/12/2025,,,Sell,,,
,INDUSINDBK.NS,INDUSINDBK,,,Zerodha,INR,10,1045.4,,2/12/2025,,,Sell,,,
,INDUSINDBK.NS,INDUSINDBK,,,Zerodha,INR,10,1045.4,,2/12/2025,,,Sell,,,
,INFY.NS,INFY,,,Zerodha,INR,8,1869.95,,7/29/2024,,,Sell,,,
,INFY.NS,INFY,,,Zerodha,INR,10,1869.95,,7/29/2024,,,Sell,,,
,INFY.NS,INFY,,,Zerodha,INR,12,1869.95,,7/29/2024,,,Sell,,,
,INFY.NS,INFY,,,Zerodha,INR,3,1951.15,,12/10/2024,,,Sell,,,
,INFY.NS,INFY,,,Zerodha,INR,20,1951.15,,12/10/2024,,,Sell,,,
,INFY.NS,INFY,,,Zerodha,INR,8,1951.15,,12/10/2024,,,Sell,,,
,INTC,INTC,,,Vested,USD,10,20.16,,12/11/2024,,,Sell,,,
,INTC,INTC,,,Vested,USD,10,20.16,,12/11/2024,,,Sell,,,
,INTC,INTC,,,Vested,USD,5,20.16,,12/11/2024,,,Sell,,,
,INTC,INTC,,,Vested,USD,5,20.16,,12/11/2024,,,Sell,,,
,IRCTC.NS,IRCTC,,,Upstox,INR,50,649,,6/8/2023,,,Sell,,,
,ITBEES.NS,ITBEES,,,Zerodha,INR,1000,38.98,,1/17/2024,,,Sell,,,
,ITBEES.NS,ITBEES,,,Zerodha,INR,500,38.98,,1/17/2024,,,Sell,,,
,ITBEES.NS,ITBEES,,,Zerodha,INR,500,35.6,,4/11/2025,,,Sell,,,
,ITBEES.NS,ITBEES,,,Zerodha,INR,800,35.6,,4/11/2025,,,Sell,,,
,ITBEES.NS,ITBEES,,,Zerodha,INR,300,35.6,,4/11/2025,,,Sell,,,
,ITC.NS,ITC,,,Zerodha,INR,25,474,,7/14/2023,,,Sell,,,
,KOTAKBANK.NS,KOTAKBANK,,,Zerodha,INR,35,431.94,,12/19/2025,,,Sell,,,
,KOTAKBANK.NS,KOTAKBANK,,,Zerodha,INR,25,431.94,,12/19/2025,,,Sell,,,
,KOTAKBANK.NS,KOTAKBANK,,,Zerodha,INR,15,431.94,,12/19/2025,,,Sell,,,
,KOTAKBANK.NS,KOTAKBANK,,,Zerodha,INR,10,431.94,,12/19/2025,,,Sell,,,
,KOTAKBANK.NS,KOTAKBANK,,,Zerodha,INR,45,431.94,,12/19/2025,,,Sell,,,
,KOTAKBANK.NS,KOTAKBANK,,,Zerodha,INR,5,431.94,,12/19/2025,,,Sell,,,
,KOTAKBANK.NS,KOTAKBANK,,,Zerodha,INR,5,431.94,,12/19/2025,,,Sell,,,
,KOTAKBANK.NS,KOTAKBANK,,,Zerodha,INR,20,431.94,,12/19/2025,,,Sell,,,
,KOTAKBANK.NS,KOTAKBANK,,,Zerodha,INR,15,431.94,,12/19/2025,,,Sell,,,
,KOTAKBANK.NS,KOTAKBANK,,,Zerodha,INR,50,431.94,,12/19/2025,,,Sell,,,
,KOTAKBANK.NS,KOTAKBANK,,,Zerodha,INR,55,431.94,,12/19/2025,,,Sell,,,
,KOTAKBANK.NS,KOTAKBANK,,,Zerodha,INR,15,431.94,,12/19/2025,,,Sell,,,
,KOTAKBANK.NS,KOTAKBANK,,,AngelOne,INR,90,420.3,,2/6/2026,,,Sell,,,
,KOTAKBANK.NS,KOTAKBANK,,,Zerodha,INR,3,2159.7,,12/19/2025,,,Sell,,,
,KOTAKBANK.NS,KOTAKBANK,,,Zerodha,INR,3,2159.7,,12/19/2025,,,Sell,,,
,KOTAKBANK.NS,KOTAKBANK,,,Zerodha,INR,6,2159.7,,12/19/2025,,,Sell,,,
,KOTAKBANK.NS,KOTAKBANK,,,Zerodha,INR,4,2159.7,,12/19/2025,,,Sell,,,
,KOTAKBANK.NS,KOTAKBANK,,,Zerodha,INR,12,2159.7,,12/19/2025,,,Sell,,,
,KOTAKBANK.NS,KOTAKBANK,,,Zerodha,INR,4,2159.7,,12/19/2025,,,Sell,,,
,KOTAKBANK.NS,KOTAKBANK,,,Zerodha,INR,5,2159.7,,12/19/2025,,,Sell,,,
,KPITTECH.NS,KPITTECH,,,AngelOne,INR,30,859,,2/19/2026,,,Sell,,,
,KPITTECH.NS,KPITTECH,,,AngelOne,INR,20,859,,2/19/2026,,,Sell,,,
,LAXMIMACH.NS,LAXMIMACH,,,Zerodha,INR,2,17157,,4/5/2024,,,Sell,,,
,LAXMIMACH.NS,LAXMIMACH,,,Zerodha,INR,1,17560,,6/26/2024,,,Sell,,,
,LAXMIMACH.NS,LAXMIMACH,,,Zerodha,INR,1,17560,,6/26/2024,,,Sell,,,
,LAXMIMACH.NS,LAXMIMACH,,,Zerodha,INR,2,17560,,6/26/2024,,,Sell,,,
,LICI.NS,LICI,,,Groww,INR,7,596.55,,6/12/2023,,,Sell,,,
,M&MFIN.NS,M&MFIN,,,Zerodha,INR,12,293.2,,2/8/2024,,,Sell,,,
,M&MFIN.NS,M&MFIN,,,Zerodha,INR,10,293.2,,2/8/2024,,,Sell,,,
,M&MFIN.NS,M&MFIN,,,Zerodha,INR,14,293.2,,2/8/2024,,,Sell,,,
,M&MFIN.NS,M&MFIN,,,Zerodha,INR,11,293.2,,2/8/2024,,,Sell,,,
,MANAPPURAM.NS,MANAPPURAM,,,Groww,INR,120,231,,5/2/2025,,,Sell,,,
,MANYAVAR.NS,MANYAVAR,,,Zerodha,INR,4,599.45,,12/19/2025,,,Sell,,,
,MANYAVAR.NS,MANYAVAR,,,Zerodha,INR,4,599.45,,12/19/2025,,,Sell,,,
,MANYAVAR.NS,MANYAVAR,,,Zerodha,INR,4,599.45,,12/19/2025,,,Sell,,,
,MANYAVAR.NS,MANYAVAR,,,Zerodha,INR,4,599.45,,12/19/2025,,,Sell,,,
,MANYAVAR.NS,MANYAVAR,,,Zerodha,INR,2,599.45,,12/19/2025,,,Sell,,,
,MANYAVAR.NS,MANYAVAR,,,Zerodha,INR,3,599.45,,12/19/2025,,,Sell,,,
,MANYAVAR.NS,MANYAVAR,,,Zerodha,INR,1,599.45,,12/19/2025,,,Sell,,,
,MANYAVAR.NS,MANYAVAR,,,Zerodha,INR,1,599.45,,12/19/2025,,,Sell,,,
,MANYAVAR.NS,MANYAVAR,,,Zerodha,INR,4,599.45,,12/19/2025,,,Sell,,,
,MANYAVAR.NS,MANYAVAR,,,Zerodha,INR,11,599.45,,12/19/2025,,,Sell,,,
,MANYAVAR.NS,MANYAVAR,,,Zerodha,INR,3,599.45,,12/19/2025,,,Sell,,,
,MANYAVAR.NS,MANYAVAR,,,Zerodha,INR,3,599.45,,12/19/2025,,,Sell,,,
,MARICO.NS,MARICO,,,Zerodha,INR,2,576.7,,8/11/2023,,,Sell,,,
,MARICO.NS,MARICO,,,Zerodha,INR,15,576.7,,8/11/2023,,,Sell,,,
,MARICO.NS,MARICO,,,Zerodha,INR,8,576.7,,8/11/2023,,,Sell,,,
,Maruti.NS,Maruti,,,Upstox,INR,2,9636,,7/4/2023,,,Sell,,,
,Meta,Meta,,,Vested,USD,2,144.46,,1/24/2023,,,Sell,,,
,NIFTYBEES.NS,NIFTYBEES,,,AngelOne,INR,160,272.45,,5/2/2025,,,Sell,,,
,NIFTYBEES.NS,NIFTYBEES,,,AngelOne,INR,15,272.35,,5/7/2025,,,Sell,,,
,NIFTYBEES.NS,NIFTYBEES,,,AngelOne,INR,250,272.35,,5/7/2025,,,Sell,,,
,NIFTYBEES.NS,NIFTYBEES,,,AngelOne,INR,270,272.35,,5/7/2025,,,Sell,,,
,NIFTYBEES.NS,NIFTYBEES,,,AngelOne,INR,350,272.35,,5/7/2025,,,Sell,,,
,NIFTYBEES.NS,NIFTYBEES,,,Zerodha,INR,160,272.35,,5/7/2025,,,Sell,,,
,NVDA,NVDA,,,Vested,USD,1,464.4,,7/27/2023,,,Sell,,,
,NVDA,NVDA,,,Vested,USD,1,467.8,,8/21/2023,,,Sell,,,
,NYKAA.NS,NYKAA,,,Groww,INR,5,848.4,,6/12/2023,,,Sell,,,
,ORIENTELEC.NS,ORIENTELEC,,,Groww,INR,40,279.98,,7/29/2024,,,Sell,,,
,ORIENTELEC.NS,ORIENTELEC,,,Groww,INR,30,279.98,,7/29/2024,,,Sell,,,
,ORIENTELEC.NS,ORIENTELEC,,,Groww,INR,8,279.98,,7/29/2024,,,Sell,,,
,ORIENTELEC.NS,ORIENTELEC,,,Groww,INR,2,279.98,,7/29/2024,,,Sell,,,
,ORIENTELEC.NS,ORIENTELEC,,,Groww,INR,8,279.98,,7/29/2024,,,Sell,,,
,ORIENTELEC.NS,ORIENTELEC,,,Groww,INR,2,279.98,,7/29/2024,,,Sell,,,
,ORIENTELEC.NS,ORIENTELEC,,,Groww,INR,10,279.98,,7/29/2024,,,Sell,,,
,ORIENTELEC.NS,ORIENTELEC,,,Groww,INR,1,279.98,,7/29/2024,,,Sell,,,
,ORIENTELEC.NS,ORIENTELEC,,,Groww,INR,5,279.98,,7/29/2024,,,Sell,,,
,ORIENTELEC.NS,ORIENTELEC,,,Groww,INR,6,279.98,,7/29/2024,,,Sell,,,
,PAGEIND.NS,PAGEIND,,,Zerodha,INR,1,47666,,11/12/2024,,,Sell,,,
,PAGEIND.NS,PAGEIND,,,Zerodha,INR,1,45260,,5/2/2025,,,Sell,,,
,PAGEIND.NS,PAGEIND,,,Zerodha,INR,1,47915,,5/16/2025,,,Sell,,,
,PAGEIND.NS,PAGEIND,,,Zerodha,INR,1,33165,,2/19/2026,,,Sell,,,
,PAGEIND.NS,PAGEIND,,,Zerodha,INR,1,33165,,2/19/2026,,,Sell,,,
,PAGEIND.NS,PAGEIND,,,Zerodha,INR,1,33165,,2/19/2026,,,Sell,,,
,PAYTM.NS,PAYTM,,,Groww,INR,6,606,,12/15/2023,,,Sell,,,
,PAYTM.NS,PAYTM,,,Groww,INR,10,460,,2/2/2024,,,Sell,,,
,PAYTM.NS,PAYTM,,,Groww,INR,6,460,,2/2/2024,,,Sell,,,
,PAYTM.NS,PAYTM,,,Groww,INR,10,465,,2/6/2024,,,Sell,,,
,PIIND.NS,PIIND,,,Zerodha,INR,5,4116,,4/8/2025,,,Sell,,,
,PIIND.NS,PIIND,,,Zerodha,INR,2,4116,,4/8/2025,,,Sell,,,
,PIIND.NS,PIIND,,,Zerodha,INR,6,3836,,8/11/2025,,,Sell,,,
,PIIND.NS,PIIND,,,Zerodha,INR,3,3836,,8/11/2025,,,Sell,,,
,PNB.NS,PNB,,,Groww,INR,10,71.5,,9/13/2023,,,Sell,,,
,PNB.NS,PNB,,,Groww,INR,200,71.5,,9/13/2023,,,Sell,,,
,PNB.NS,PNB,,,Groww,INR,200,71.5,,9/13/2023,,,Sell,,,
,PNB.NS,PNB,,,Zerodha,INR,500,96.85,,1/1/2024,,,Sell,,,
,PNB.NS,PNB,,,Groww,INR,310,77.22,,9/13/2023,,,Sell,,,
,PNB.NS,PNB,,,Groww,INR,120,132.1,,3/11/2024,,,Sell,,,
,PNB.NS,PNB,,,Zerodha,INR,70,132.1,,4/5/2024,,,Sell,,,
,PNB.NS,PNB,,,Groww,INR,260,123.17,,7/5/2024,,,Sell,,,
,PNB.NS,PNB,,,Zerodha,INR,10,132.45,,4/5/2024,,,Sell,,,
,PNB.NS,PNB,,,Zerodha,INR,100,132.45,,4/5/2024,,,Sell,,,
,POLICYBZR.NS,POLICYBZR,,,Groww,INR,14,1787.45,,8/27/2024,,,Sell,,,
,POLICYBZR.NS,POLICYBZR,,,Groww,INR,14,1787.45,,8/27/2024,,,Sell,,,
,PVRINOX.NS,PVRINOX,,,Groww,INR,5,998,,7/30/2025,,,Sell,,,
,PVRINOX.NS,PVRINOX,,,Groww,INR,8,998,,7/30/2025,,,Sell,,,
,PVRINOX.NS,PVRINOX,,,Groww,INR,4,998,,7/30/2025,,,Sell,,,
,Railtel.NS,Railtel,,,Upstox,INR,150,128.17,,7/4/2023,,,Sell,,,
,RAJESHEXPO.NS,RAJESHEXPO,,,Zerodha,INR,8,352.65,,12/15/2023,,,Sell,,,
,RAJESHEXPO.NS,RAJESHEXPO,,,Zerodha,INR,10,352.65,,12/15/2023,,,Sell,,,
,RAJESHEXPO.NS,RAJESHEXPO,,,Zerodha,INR,9,352.65,,12/15/2023,,,Sell,,,
,RAJESHEXPO.NS,RAJESHEXPO,,,Zerodha,INR,5,352.65,,12/15/2023,,,Sell,,,
,Reliance.NS,Reliance,,,Upstox,INR,2,2515,,6/8/2023,,,Sell,,,
,RELIANCE.NS,RELIANCE,,,Zerodha,INR,2,2815,,7/19/2023,,,Sell,,,
,RELIANCE.NS,RELIANCE,,,Zerodha,INR,2,2815,,7/19/2023,,,Sell,,,
,SAMMAANCAP.NS,SAMMAANCAP,,,Zerodha,INR,70,170.25,,8/10/2023,,,Sell,,,
,SAMMAANCAP.NS,SAMMAANCAP,,,Zerodha,INR,90,170.25,,8/10/2023,,,Sell,,,
,SAMMAANCAP.NS,SAMMAANCAP,,,Zerodha,INR,110,125,,5/26/2025,,,Sell,,,
,SAMMAANCAP.NS,SAMMAANCAP,,,Zerodha,INR,100,218.25,,12/15/2023,,,Sell,,,
,SAMMAANCAP.NS,SAMMAANCAP,,,Zerodha,INR,50,125,,5/26/2025,,,Sell,,,
,SAMMAANCAP.NS,SAMMAANCAP,,,Zerodha,INR,200,125,,5/26/2025,,,Sell,,,
,SAMMAANCAP.NS,SAMMAANCAP,,,Zerodha,INR,40,125,,5/26/2025,,,Sell,,,
,SBICARD.NS,SBICARD,,,Zerodha,INR,15,860.05,,2/14/2025,,,Sell,,,
,SBICARD.NS,SBICARD,,,Zerodha,INR,10,860.05,,2/14/2025,,,Sell,,,
,SBICARD.NS,SBICARD,,,Zerodha,INR,10,860.05,,2/14/2025,,,Sell,,,
,SBICARD.NS,SBICARD,,,Zerodha,INR,10,860.05,,2/14/2025,,,Sell,,,
,SBICARD.NS,SBICARD,,,Zerodha,INR,7,860.05,,2/14/2025,,,Sell,,,
,SBICARD.NS,SBICARD,,,Zerodha,INR,4,860.05,,2/14/2025,,,Sell,,,
,SBICARD.NS,SBICARD,,,Zerodha,INR,12,860.05,,2/14/2025,,,Sell,,,
,SBICARD.NS,SBICARD,,,Zerodha,INR,3,860.05,,2/14/2025,,,Sell,,,
,SBICARD.NS,SBICARD,,,Zerodha,INR,3,860.05,,2/14/2025,,,Sell,,,
,SBICARD.NS,SBICARD,,,Zerodha,INR,5,860.05,,2/14/2025,,,Sell,,,
,SBICARD.NS,SBICARD,,,Zerodha,INR,3,860.05,,2/14/2025,,,Sell,,,
,SBICARD.NS,SBICARD,,,Zerodha,INR,3,860.05,,2/14/2025,,,Sell,,,
,SBICARD.NS,SBICARD,,,Zerodha,INR,1,860.05,,2/14/2025,,,Sell,,,
,SBICARD.NS,SBICARD,,,Zerodha,INR,4,860.05,,2/14/2025,,,Sell,,,
,SBICARD.NS,SBICARD,,,Zerodha,INR,10,860.05,,2/14/2025,,,Sell,,,
,SBICARD.NS,SBICARD,,,Zerodha,INR,5,879,,5/2/2025,,,Sell,,,
,SBICARD.NS,SBICARD,,,Zerodha,INR,3,879,,5/2/2025,,,Sell,,,
,SBICARD.NS,SBICARD,,,Zerodha,INR,5,879,,5/2/2025,,,Sell,,,
,SBICARD.NS,SBICARD,,,Zerodha,INR,16,879,,5/2/2025,,,Sell,,,
,SBICARD.NS,SBICARD,,,Zerodha,INR,1,879,,5/2/2025,,,Sell,,,
,SBICARD.NS,SBICARD,,,Zerodha,INR,6,792,,5/16/2025,,,Sell,,,
,SBICARD.NS,SBICARD,,,Zerodha,INR,9,792,,5/16/2025,,,Sell,,,
,SBILIFE.NS,SBILIFE,,,Zerodha,INR,15,2050,,2/19/2026,,,Sell,,,
,SBIN.NS,SBIN,,,Zerodha,INR,10,980.8,,12/19/2025,,,Sell,,,
,SBIN.NS,SBIN,,,Zerodha,INR,14,980.8,,12/19/2025,,,Sell,,,
,SBIN.NS,SBIN,,,Zerodha,INR,24,980.8,,12/19/2025,,,Sell,,,
,SBIN.NS,SBIN,,,Zerodha,INR,3,980.8,,12/19/2025,,,Sell,,,
,SBIN.NS,SBIN,,,Zerodha,INR,29,1211,,2/19/2026,,,Sell,,,
,SBIN.NS,SBIN,,,Zerodha,INR,13,1211,,2/19/2026,,,Sell,,,
,SOUN,SOUN,,,Vested,USD,1,4.47,,9/5/2024,,,Sell,,,
,SYMPHONY.NS,SYMPHONY,,,Zerodha,INR,2,875,,12/15/2023,,,Sell,,,
,SYMPHONY.NS,SYMPHONY,,,Zerodha,INR,1,875,,12/15/2023,,,Sell,,,
,SYMPHONY.NS,SYMPHONY,,,Zerodha,INR,1,875,,12/15/2023,,,Sell,,,
,SYMPHONY.NS,SYMPHONY,,,Zerodha,INR,1,875,,12/15/2023,,,Sell,,,
